date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:09:33	204/204	---MCZ	200	added ('OK')	text/css	etag:W/%22f7-650c0f4a-1bb8b1;gz%22	https://hubhtml.liquid-themes.com/assets/css/demo/company/company-what-we-do.css	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/css/demo/company/company-what-we-do.css	(from https://hubhtml.liquid-themes.com/page-company-what-we-do.html)
12:09:35	684/684	---MC-	200	added ('OK')	text/css	date:Tue,%2006%20Feb%202024%2012:09:34%20GMT	https://fonts.googleapis.com/css2?family=Montserrat:wght@400;500;700&display=swap	/Users/macbook/websites/Acadec%20website/fonts.googleapis.com/css2e9d0.css	(from https://hubhtml.liquid-themes.com/page-company-what-we-do.html)
12:09:37	94316/94316	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Sep%202023%2009:39:22%20GMT	https://hubhtml.liquid-themes.com/index-company.html	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/index-company.html	(from https://hubhtml.liquid-themes.com/page-company-what-we-do.html)
12:09:37	397459/397459	---M--	200	added ('OK')	image/jpeg	etag:%2261093-650c0f4a-23b5b3;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/what-we-do/titlebar.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/what-we-do/titlebar.jpg	(from https://hubhtml.liquid-themes.com/page-company-what-we-do.html)
12:09:37	897/897	---M-Z	200	added ('OK')	image/svg+xml	etag:%22381-650c0f4a-23b5a8;gz%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/hub-svg-logo.svg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/hub-svg-logo.svg	(from https://hubhtml.liquid-themes.com/page-company-what-we-do.html)
12:09:38	909/909	---M-Z	200	added ('OK')	image/svg+xml	etag:%2238d-650c0f4a-23b5aa;gz%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/logo.svg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/logo.svg	(from https://hubhtml.liquid-themes.com/page-company-what-we-do.html)
12:09:41	69627/69627	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Sep%202023%2009:39:24%20GMT	https://hubhtml.liquid-themes.com/page-company-about.html	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/page-company-about.html	(from https://hubhtml.liquid-themes.com/page-company-what-we-do.html)
12:09:41	47766/47766	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Sep%202023%2009:39:24%20GMT	https://hubhtml.liquid-themes.com/page-company-services.html	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/page-company-services.html	(from https://hubhtml.liquid-themes.com/page-company-what-we-do.html)
12:09:42	42056/42056	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Sep%202023%2009:39:24%20GMT	https://hubhtml.liquid-themes.com/page-company-contact.html	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/page-company-contact.html	(from https://hubhtml.liquid-themes.com/page-company-what-we-do.html)
12:09:43	49549/49549	---M--	200	added ('OK')	image/jpeg	etag:%22c18d-650c0f4a-23b5b0;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/what-we-do/company-1.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/what-we-do/company-1.jpg	(from https://hubhtml.liquid-themes.com/page-company-what-we-do.html)
12:09:44	49845/49845	---M--	200	added ('OK')	image/jpeg	etag:%22c2b5-650c0f4a-23b5b1;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/what-we-do/company-2.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/what-we-do/company-2.jpg	(from https://hubhtml.liquid-themes.com/page-company-what-we-do.html)
12:09:45	39006/39006	---M--	200	added ('OK')	image/jpeg	etag:%22985e-650c0f4a-23b5b2;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/what-we-do/company-3.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/what-we-do/company-3.jpg	(from https://hubhtml.liquid-themes.com/page-company-what-we-do.html)
12:09:45	22463/22463	---M--	200	added ('OK')	image/png	etag:%2257bf-650c0f4a-23b5a7;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/footer-bg.png	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/footer-bg.png	(from https://hubhtml.liquid-themes.com/page-company-what-we-do.html)
12:09:46	13625/13625	---M-Z	200	added ('OK')	application/x-javascript	etag:%223539-650c0f4a-27679a;gz%22	https://hubhtml.liquid-themes.com/assets/vendors/isotope/packery-mode.pkgd.min.js	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/vendors/isotope/packery-mode.pkgd.min.js	(from https://hubhtml.liquid-themes.com/page-company-what-we-do.html)
12:09:48	3647/3647	---MCZ	200	added ('OK')	text/css	etag:W/%2210d3-650c0f4a-1bb89b;gz%22	https://hubhtml.liquid-themes.com/assets/css/demo/asymmetric-agency/base.css	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/css/demo/asymmetric-agency/base.css	(from https://hubhtml.liquid-themes.com/page-asymmetric-agency-case-studies.html)
12:09:48	1875/1875	---MCZ	200	added ('OK')	text/css	etag:W/%229c8-650c0f4a-1bb885;gz%22	https://hubhtml.liquid-themes.com/assets/css/demo/asymmetric-agency/asymmetric-agency-case-studies.css	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/css/demo/asymmetric-agency/asymmetric-agency-case-studies.css	(from https://hubhtml.liquid-themes.com/page-asymmetric-agency-case-studies.html)
12:09:51	674/674	---MC-	200	added ('OK')	text/css	date:Tue,%2006%20Feb%202024%2012:09:50%20GMT	https://fonts.googleapis.com/css2?family=Be+Vietnam+Pro:wght@400;500;700&display=swap	/Users/macbook/websites/Acadec%20website/fonts.googleapis.com/css23d6e.css	(from https://hubhtml.liquid-themes.com/page-asymmetric-agency-case-studies.html)
12:09:52	80891/80891	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Sep%202023%2009:39:22%20GMT	https://hubhtml.liquid-themes.com/index-asymmetric-agency.html	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/index-asymmetric-agency.html	(from https://hubhtml.liquid-themes.com/page-asymmetric-agency-case-studies.html)
12:09:52	705/705	---M-Z	200	added ('OK')	image/svg+xml	etag:%222c1-650c0f4a-23b559;gz%22	https://hubhtml.liquid-themes.com/assets/images/demo/asymmetric-agency/logo.svg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/asymmetric-agency/logo.svg	(from https://hubhtml.liquid-themes.com/page-asymmetric-agency-case-studies.html)
12:09:53	773/773	---M-Z	200	added ('OK')	image/svg+xml	etag:%22305-650c0f4a-23b558;gz%22	https://hubhtml.liquid-themes.com/assets/images/demo/asymmetric-agency/logo-light.svg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/asymmetric-agency/logo-light.svg	(from https://hubhtml.liquid-themes.com/page-asymmetric-agency-case-studies.html)
12:09:55	80895/80895	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Sep%202023%2009:39:24%20GMT	https://hubhtml.liquid-themes.com/page-asymmetric-agency-about-us.html	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/page-asymmetric-agency-about-us.html	(from https://hubhtml.liquid-themes.com/page-asymmetric-agency-case-studies.html)
12:09:56	61359/61359	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Sep%202023%2009:39:24%20GMT	https://hubhtml.liquid-themes.com/page-asymmetric-agency-our-approach.html	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/page-asymmetric-agency-our-approach.html	(from https://hubhtml.liquid-themes.com/page-asymmetric-agency-case-studies.html)
12:09:57	53855/53855	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Sep%202023%2009:39:24%20GMT	https://hubhtml.liquid-themes.com/page-asymmetric-agency-expertise.html	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/page-asymmetric-agency-expertise.html	(from https://hubhtml.liquid-themes.com/page-asymmetric-agency-case-studies.html)
12:09:58	130078/130078	---M--	200	added ('OK')	image/jpeg	etag:%221fc1e-650c0f4a-23b53e;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/asymmetric-agency/case-studies/banner.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/asymmetric-agency/case-studies/banner.jpg	(from https://hubhtml.liquid-themes.com/page-asymmetric-agency-case-studies.html)
12:09:58	1688/1688	---M-Z	200	added ('OK')	image/svg+xml	etag:%22698-650c0f4a-23b564;gz%22	https://hubhtml.liquid-themes.com/assets/images/demo/asymmetric-agency/shape-stars.svg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/asymmetric-agency/shape-stars.svg	(from https://hubhtml.liquid-themes.com/page-asymmetric-agency-case-studies.html)
12:09:59	49200/49200	---M--	200	added ('OK')	image/jpeg	etag:%22c030-650c0f4a-23b540;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/asymmetric-agency/case-studies/case-studies-row-1.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/asymmetric-agency/case-studies/case-studies-row-1.jpg	(from https://hubhtml.liquid-themes.com/page-asymmetric-agency-case-studies.html)
12:10:00	39797/39797	---M--	200	added ('OK')	image/jpeg	etag:%229b75-650c0f4a-23b541;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/asymmetric-agency/case-studies/case-studies-row-2.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/asymmetric-agency/case-studies/case-studies-row-2.jpg	(from https://hubhtml.liquid-themes.com/page-asymmetric-agency-case-studies.html)
12:10:01	55309/55309	---M--	200	added ('OK')	image/jpeg	etag:%22d80d-650c0f4a-23b542;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/asymmetric-agency/case-studies/case-studies-row-3.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/asymmetric-agency/case-studies/case-studies-row-3.jpg	(from https://hubhtml.liquid-themes.com/page-asymmetric-agency-case-studies.html)
12:10:02	60865/60865	---M--	200	added ('OK')	image/jpeg	etag:%22edc1-650c0f4a-23b543;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/asymmetric-agency/case-studies/case-studies-row-4.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/asymmetric-agency/case-studies/case-studies-row-4.jpg	(from https://hubhtml.liquid-themes.com/page-asymmetric-agency-case-studies.html)
12:10:03	113356/113356	---M--	200	added ('OK')	image/jpeg	etag:%221bacc-650c0f4a-23b53f;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/asymmetric-agency/case-studies/career-1.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/asymmetric-agency/case-studies/career-1.jpg	(from https://hubhtml.liquid-themes.com/page-asymmetric-agency-case-studies.html)
12:10:04	91321/91321	---M--	200	added ('OK')	image/jpeg	etag:%22164b9-650c0f4a-23b544;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/asymmetric-agency/case-studies/lets-talk.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/asymmetric-agency/case-studies/lets-talk.jpg	(from https://hubhtml.liquid-themes.com/page-asymmetric-agency-case-studies.html)
12:10:05	14783/14783	---M-Z	200	added ('OK')	application/x-javascript	etag:%2239bf-650c0f4a-23b5f9;gz%22	https://hubhtml.liquid-themes.com/assets/vendors/tinycolor-min.js	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/vendors/tinycolor-min.js	(from https://hubhtml.liquid-themes.com/page-asymmetric-agency-case-studies.html)
12:10:06	4186/4186	---MCZ	200	added ('OK')	text/css	etag:W/%22156d-650c0f4a-1bb8b2;gz%22	https://hubhtml.liquid-themes.com/assets/css/demo/company/company.css	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/css/demo/company/company.css	(from https://hubhtml.liquid-themes.com/index-company.html)
12:10:07	1222/1222	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Feb%202024%2012:10:07%20GMT	https://hubhtml.liquid-themes.com/banner	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/banner	(from https://hubhtml.liquid-themes.com/index-company.html)
12:10:08	232/232	---MCZ	200	added ('OK')	image/svg+xml	etag:%22e8-650c0f4a-23b599;gz%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/bg-lines.svg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/bg-lines.svg	(from https://hubhtml.liquid-themes.com/index-company.html)
12:10:11	435911/435911	---M--	200	added ('OK')	image/jpeg	etag:%226a6c7-650c0f4a-23b597;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/banner.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/banner.jpg	(from https://hubhtml.liquid-themes.com/index-company.html)
12:10:11	362793/362793	---M--	200	added ('OK')	image/jpeg	etag:%2258929-650c0f4a-23b5a3;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/fixed-bg.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/fixed-bg.jpg	(from https://hubhtml.liquid-themes.com/index-company.html)
12:10:11	2320/2320	---M-Z	200	added ('OK')	image/svg+xml	etag:%22910-650c0f4a-23b5a1;gz%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/client-logo-7-2.svg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/client-logo-7-2.svg	(from https://hubhtml.liquid-themes.com/index-company.html)
12:10:12	27662/27662	---M-Z	200	added ('OK')	image/svg+xml	etag:%226c0e-650c0f4a-23b5a2;gz%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/client-yahoofinance-2.svg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/client-yahoofinance-2.svg	(from https://hubhtml.liquid-themes.com/index-company.html)
12:10:13	962/962	---M-Z	200	added ('OK')	image/svg+xml	etag:%223c2-650c0f4a-23b59d;gz%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/client-dhl-2.svg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/client-dhl-2.svg	(from https://hubhtml.liquid-themes.com/index-company.html)
12:10:14	26439/26439	---M-Z	200	added ('OK')	image/svg+xml	etag:%226747-650c0f4a-23b5a0;gz%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/client-entr-2.svg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/client-entr-2.svg	(from https://hubhtml.liquid-themes.com/index-company.html)
12:10:15	2641/2641	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a51-650c0f4a-23b59f;gz%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/client-dropcam-1.svg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/client-dropcam-1.svg	(from https://hubhtml.liquid-themes.com/index-company.html)
12:10:16	4677/4677	---M-Z	200	added ('OK')	image/svg+xml	etag:%221245-650c0f4a-23b59e;gz%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/client-digitallogo-1.svg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/client-digitallogo-1.svg	(from https://hubhtml.liquid-themes.com/index-company.html)
12:10:17	28928/28928	---M--	200	added ('OK')	image/jpeg	etag:%227100-650c0f4a-23b5a4;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/flip-img-1.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/flip-img-1.jpg	(from https://hubhtml.liquid-themes.com/index-company.html)
12:10:18	26723/26723	---M--	200	added ('OK')	image/jpeg	etag:%226863-650c0f4a-23b5a5;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/flip-img-2.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/flip-img-2.jpg	(from https://hubhtml.liquid-themes.com/index-company.html)
12:10:19	29886/29886	---M--	200	added ('OK')	image/jpeg	etag:%2274be-650c0f4a-23b5a6;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/flip-img-3.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/flip-img-3.jpg	(from https://hubhtml.liquid-themes.com/index-company.html)
12:10:20	22850/22850	---M--	200	added ('OK')	image/jpeg	etag:%225942-650c0f4a-23b5b4;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/what-we-do-1.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/what-we-do-1.jpg	(from https://hubhtml.liquid-themes.com/index-company.html)
12:10:21	67998/67998	---M--	200	added ('OK')	image/jpeg	etag:%221099e-650c0f4a-23b5b5;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/what-we-do-2.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/what-we-do-2.jpg	(from https://hubhtml.liquid-themes.com/index-company.html)
12:10:23	169578/169578	---M--	200	added ('OK')	image/jpeg	etag:%222966a-650c0f4a-23b5ae;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/testimonials.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/testimonials.jpg	(from https://hubhtml.liquid-themes.com/index-company.html)
12:10:23	840/840	---M-Z	200	added ('OK')	image/svg+xml	etag:%22348-650c0f4a-23b5a9;gz%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/icon-quote.svg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/icon-quote.svg	(from https://hubhtml.liquid-themes.com/index-company.html)
12:10:24	41285/41285	---M--	200	added ('OK')	image/jpeg	etag:%22a145-650c0f4a-23b59a;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/blog-1.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/blog-1.jpg	(from https://hubhtml.liquid-themes.com/index-company.html)
12:10:25	37923/37923	---M--	200	added ('OK')	image/jpeg	etag:%229423-650c0f4a-23b59b;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/blog-2.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/blog-2.jpg	(from https://hubhtml.liquid-themes.com/index-company.html)
12:10:26	50809/50809	---M--	200	added ('OK')	image/jpeg	etag:%22c679-650c0f4a-23b59c;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/blog-3.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/blog-3.jpg	(from https://hubhtml.liquid-themes.com/index-company.html)
12:10:27	1699/1699	---MCZ	200	added ('OK')	text/css	etag:W/%228e7-650c0f4a-1bb8a3;gz%22	https://hubhtml.liquid-themes.com/assets/css/demo/company/company-about.css	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/css/demo/company/company-about.css	(from https://hubhtml.liquid-themes.com/page-company-about.html)
12:10:28	63777/63777	---M--	200	added ('OK')	image/jpeg	etag:%22f921-650c0f4a-23b596;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/about/titlebar.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/about/titlebar.jpg	(from https://hubhtml.liquid-themes.com/page-company-about.html)
12:10:29	89308/89308	---M--	200	added ('OK')	image/jpeg	etag:%2215cdc-650c0f4a-23b58d;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/about/image-box-1.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/about/image-box-1.jpg	(from https://hubhtml.liquid-themes.com/page-company-about.html)
12:10:30	63777/63777	---M--	200	added ('OK')	image/jpeg	etag:%22f921-650c0f4a-23b58e;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/about/image-box-2.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/about/image-box-2.jpg	(from https://hubhtml.liquid-themes.com/page-company-about.html)
12:10:31	51715/51715	---M--	200	added ('OK')	image/jpeg	etag:%22ca03-650c0f4a-23b58f;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/about/image-box-3.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/about/image-box-3.jpg	(from https://hubhtml.liquid-themes.com/page-company-about.html)
12:10:32	49677/49677	---M--	200	added ('OK')	image/jpeg	etag:%22c20d-650c0f4a-23b590;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/about/image-box-4.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/about/image-box-4.jpg	(from https://hubhtml.liquid-themes.com/page-company-about.html)
12:10:33	47184/47184	---M--	200	added ('OK')	image/jpeg	etag:%22b850-650c0f4a-23b58c;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/about/has-accordion.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/about/has-accordion.jpg	(from https://hubhtml.liquid-themes.com/page-company-about.html)
12:10:34	21302/21302	---M--	200	added ('OK')	image/jpeg	etag:%225336-650c0f4a-23b593;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/about/team-1.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/about/team-1.jpg	(from https://hubhtml.liquid-themes.com/page-company-about.html)
12:10:35	21482/21482	---M--	200	added ('OK')	image/jpeg	etag:%2253ea-650c0f4a-23b594;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/about/team-2.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/about/team-2.jpg	(from https://hubhtml.liquid-themes.com/page-company-about.html)
12:10:36	23784/23784	---M--	200	added ('OK')	image/jpeg	etag:%225ce8-650c0f4a-23b595;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/about/team-3.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/about/team-3.jpg	(from https://hubhtml.liquid-themes.com/page-company-about.html)
12:10:38	285382/285382	---M--	200	added ('OK')	image/jpeg	etag:%2245ac6-650c0f4a-23b58b;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/about/counters.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/about/counters.jpg	(from https://hubhtml.liquid-themes.com/page-company-about.html)
12:10:39	24983/24983	---M--	200	added ('OK')	image/jpeg	etag:%226197-650c0f4a-23b592;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/about/partner-2.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/about/partner-2.jpg	(from https://hubhtml.liquid-themes.com/page-company-about.html)
12:10:39	22269/22269	---M--	200	added ('OK')	image/jpeg	etag:%2256fd-650c0f4a-23b591;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/about/partner-1.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/about/partner-1.jpg	(from https://hubhtml.liquid-themes.com/page-company-about.html)
12:10:40	2549/2549	---M-Z	200	added ('OK')	image/svg+xml	etag:%229f5-650c0f4a-23b588;gz%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/about/client-facebook.svg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/about/client-facebook.svg	(from https://hubhtml.liquid-themes.com/page-company-about.html)
12:10:41	4883/4883	---M-Z	200	added ('OK')	image/svg+xml	etag:%221313-650c0f4a-23b58a;gz%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/about/client-paypal-logo.svg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/about/client-paypal-logo.svg	(from https://hubhtml.liquid-themes.com/page-company-about.html)
12:10:42	1485/1485	---M-Z	200	added ('OK')	image/svg+xml	etag:%225cd-650c0f4a-23b589;gz%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/about/client-logitech-2-1.svg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/about/client-logitech-2-1.svg	(from https://hubhtml.liquid-themes.com/page-company-about.html)
12:10:43	2254/2254	---M-Z	200	added ('OK')	image/svg+xml	etag:%228ce-650c0f4a-23b587;gz%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/about/client-apper.svg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/about/client-apper.svg	(from https://hubhtml.liquid-themes.com/page-company-about.html)
12:10:44	3695/3695	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e6f-650c0f4a-23b586;gz%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/about/client-amazon-2.svg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/about/client-amazon-2.svg	(from https://hubhtml.liquid-themes.com/page-company-about.html)
12:10:45	1141/1141	---MCZ	200	added ('OK')	text/css	etag:W/%225aa-650c0f4a-1bb8ad;gz%22	https://hubhtml.liquid-themes.com/assets/css/demo/company/company-services-2.css	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/css/demo/company/company-services-2.css	(from https://hubhtml.liquid-themes.com/page-company-services.html)
12:10:46	63777/63777	---M--	200	added ('OK')	image/jpeg	etag:%22f921-650c0f4a-23b5ad;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/services-2/titlebar.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/services-2/titlebar.jpg	(from https://hubhtml.liquid-themes.com/page-company-services.html)
12:10:47	145027/145027	---M--	200	added ('OK')	image/jpeg	etag:%2223683-650c0f4a-23b5ac;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/company/services-2/portfoliodetail.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/company/services-2/portfoliodetail.jpg	(from https://hubhtml.liquid-themes.com/page-company-services.html)
12:10:48	855/855	---MCZ	200	added ('OK')	text/css	etag:W/%2246e-650c0f4a-1bb8ac;gz%22	https://hubhtml.liquid-themes.com/assets/css/demo/company/company-contact.css	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/css/demo/company/company-contact.css	(from https://hubhtml.liquid-themes.com/page-company-contact.html)
12:10:49	3442/3442	---MCZ	200	added ('OK')	text/css	etag:W/%221129-650c0f4a-1bb89a;gz%22	https://hubhtml.liquid-themes.com/assets/css/demo/asymmetric-agency/asymmetric-agency.css	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/css/demo/asymmetric-agency/asymmetric-agency.css	(from https://hubhtml.liquid-themes.com/index-asymmetric-agency.html)
